Curso,"Categoría
Local, Autonómica, Nacional, Universidad",CCAA,Provincia,Localidad,Convocante,Plazas,Boletín,Publicación,"Instancias
00/00/00-00/00/00","Tipo
Oposición/Concurso-Oposición/Bolsa","¿Bolsa?
SI/NO",ID,Material,Activa/inactiva,"Simulacro
SI/NO ",Fecha simulacro,Inscritos,Enlace general sgto,"Sgto especial
SI/NO",Fecha última revisión,Estado,"Listas provisionales
Fecha",LP publicadas en,LP enlace si hay,"Listas definitivas
Fecha",LD publicadas en,LD enlace si hay,Tipo ejercicio 1,Fecha ejercicio 1,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 2,Fecha ejercicio 2,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 3,Fecha ejercicio 3,Listas aprobados,Enlace si hay,Aprobados,Tipo ejercicio 4,Fecha ejercicio 4,Listas aprobados,Enlace si hay,Aprobados,Entran en bolsa,Obtiene plaza
TBS,Local,Andalucía,Almería,Almería,Ayuntamiento,11,BOE 22/01/2024,BOE 22/01/2024,23/01/2024-12/02/2024,oposición,no,100836,M2204640,Activa,,,,https://almeriaciudad.es/empleo-publico/empleos/convocatoria-especifica-del-proceso-selectivo-para-la-provision-como-0,,10/6/2024,Convocatoria,,,,,,,Desarrollo,,,,,Desarrollo,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,Andalucía,Almería,Almería,Diputación Almería,6,BOE 31/01/2024,BOE 31/01/2024,01/02/2024-29/02/2024,concurso-oposición,no,101200,M221040,Activa,,,,https://www.dipalme.org/Servicios/cmsdipro/index.nsf/noticias.xsp?p=RHumanos&documentId=2A43E14153DB9348C1258A52004172C2,https://www.dipalme.org/Servihttps://www.dipalme.org/Servicios/Tablon/archivadoanexos_1.nsf/8BE6CEF99455058AC1258B0000444D2C/$file/9.%20Listado%20admitidos%20subsanado.report%20.pdfcios/Tablon/Tablon.nsf/91ce5e2bd0967392c1256a0e003d1007/F15609275BA20F59C1258A520041D17A,3/6/2024,LP Y EXAMEN 07/10/2024 ,,,,,,https://www.dipalme.org/Servicios/Tablon/archivadoanexos_1.nsf/8BE6CEF99455058AC1258B0000444D2C/$file/9.%20Listado%20admitidos%20subsanado.report%20.pdf,Desarrollo,7/10/2024,,,,Desarrollo,,,,,Caso práctico,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Alicante,Ayuntamiento,1,BOP DE 26/12/2022,BOE Nº 32 de 06/02/2024,7/2/2024,concurso-oposición,no,101400,M221221,Activa,,,,https://w3.alicante.es/rrhh/oposiciones/oposicion.php?anyo=2022&nconv=50&idconv=27,,7/6/2024,LD Y 1º EXAMEN 11/06/2024,3/4/2024,boletín,https://www.dip-alicante.es/bop2/pdftotal/2024/04/03_64/bop.pdf,,,,único Test,11/6/2024,,,,,,,,,,,,,,,,,,,,
TBS,Local,Navarra,Tudela,Tudela,Ayuntamiento Tudela,6,BON DE 02/02/2024,BON DE 02/02/2024,9/2/2024,Concurso-oposición,no,101286,M221460,Activa,,,,https://sede.tudela.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_EMPLEO,,10/6/2024,LP,21/3/2024,web,https://sede.tudela.es/sta/docs/GetDocumentServlet?CUD=15250364352737621406&HASH_CUD=3f7c91672f34c644c31050853cf12d62bbf2e1db&APP_CODE=STA,,,,Test,,,,,Caso práctico,,,,,Piscotécnicos,,,,,,,,,,,
TBS,Local,Andalucía,Granada,Nigüela,Ayuntamiento,1,BOP 30/01/2024,BOP 30/01/2024,31/02/2024-9/02/2024,Concurso-oposición,,101232,M221821,Activa,,,,https://niguelas.sedelectronica.es/info.0,,13/5/2024,Convocatoria,,,,,,,Test único,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,Utrera,Ayuntamiento Utrera,1,Boe 10/02/2024,BOE 10/02/2024,12/02/2024-11/03/2024,oposición,si,101610,M222480,Activa,,,,https://www.utrera.org/empleo-publico/,,10/6/2024,LP y 1º examen 03/07/2024,31/5/2024,,,,,,Test,3/7/2024,,,,caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Andalucía,Granada,Loja,Ayuntamiento,2 +bolsa,BOP DE 09/02/2024,BOP DE 09/02/2024,16/2/2024,oposicion,si,101752,M222562,Activa,,,,http://aytoloja.org/empleo/empleopublico.htm,,10/6/2024,Nombramiento de 2 plazas y otro examen para los que empatan y finalemtne publicación Bolsa / Notas examen 16/04/2024,,,,,,,test ,16/4/2024,,,,Caso práctico o entrevista o ambas,,,,,,,,,,,,,,,,
TBS,Local,Canarias,Santa Cruz de Tenerife,Santa Cruz de Tenerife,Ayuntamiento,6,BOE 31/01/2024,BOE 31/01/2024,01/02/2024-28/02/2024,concurso-oposición,si,101214,M222583,Activa,,,,https://sede.santacruzdetenerife.es/sede/publicaciones/empleo-publico/estabilizacion-art-2-en-curso/o448,,10/6/2024,LD y examen 27/06/2024,3/4/2024,,,20/5/2024,,,Test,27/6/2024,,,,,,,,,,,,,,,,,,,,
TBS,Local,Canarias,Santa Cruz de Tenerife,Breña Alta,Ayuntamiento,1,BOE 29/01/2024,BOE 29/01/2024,26/2/2024,concurso-oposición,no,101097,M222722,Activa,,,,https://brenaalta.sedelectronica.es/board/,,10/5/2024,no sale nada / Convocatoria,,,,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Valencia,Almoradí,Ayuntamiento,2,BOE 19/02/2024,BOE 19/02/2024,20/02/2024-18/03/2024,concurso-oposición,si,101886,M222982,Activa,,,,https://www.almoradi.es/concejalias/personal/bolsa-de-trabajo/,,11/6/2024,LP,18/4/2024,boletín,,,,,Preguntas cortas,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Castilla La Mancha,Ciudad Real,Moral de Calatrava,Ayuntamiento,0,,,20/2/2024,concurso-oposición,si,102059,M222962,Activa,,,1,https://www.moraldecalatrava.org/web1/empleo-ayuntamiento-moral-de-calatrava/,,3/6/2024,Resultados bolsa / LD y examen 18/03/2024,7/3/2024,,,14/3/2024,,,Caso práctico,18/3/2024,,,0,NA,,,,,NA,,,,,,,,,,,NA
TBS,Local,Andalucía,Cádiz,Algeciras,Ayuntamiento,4,BOP de 29/11/2023,BOE nº 42 de 17/02/2024,20/2/2024,oposición,no,102015,M222782,Activa,,,,www.algeciras.es/es/temas/desarrollo-economico/oferta-empleo-publico-2023/,,10/6/2024,LP,26/4/2024,boletín,https://www.algeciras.es/export/sites/algeciras/.galleries/publicaciones/documentos/Listado-Provisional-Admitidos-4-plazas-TRABAJADOR-SOCIAL.-Publicado-en-BOP-Cadiz-n-80-de-26-abril-2024.-Plazo-Subsanacion-Solicitudes-29-abril-al-13-mayo-2024-ambos-inclusive..pdf,,,,Test ,,,,,Caso Práctico,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona,Sant Andreu de la Barca,Ayuntamiento,0,BOP 15/02/2024,BOP 15/02/2024,7/3/2024,concurso-oposición,si,101845,M223602,Activa,,,1,https://cido.diba.cat/oposicions/16894186/borsa-de-treball-de-places-de-tecnic-mitja-lgtbi-ajuntament-de-sant-andreu-de-la-barca,https://tauler.seu.cat/inici.do?idens=819600000,4/6/2024,LD y examen 09/04/2024,19/3/2024,,,2/4/2024,,,Caso práctico test ,9/4/2024,,,0,entrevista,,,,,Lenguan catalana y castellana,,,,,,,,,,,
TBS,Local,Extremadura,Cáceres,Navalmoral de la Mata,Ayuntamiento,1,BOE 26/02/2024,BOE 26/02/2024,25/3/2024,oposicicón,si,102160,M223603,Activa,,,,https://aytonavalmoral.sedelectronica.es/board,,3/6/2024,LD y 1º examen 18/06/2024,,,,24/5/2024,boletín,,Test,18/6/2024,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Madrid,Madrid,,Mancomunidad Servicios sociales THAM,0,BOCM 26/02/2024,BOCM 26/02/2024,18/3/2024,oposición,si,102195,M223801,Activa,,,,https://sede.mancomunidad-tham.es/eAdmin/Tablon.do?action=inicioTablon,,13/5/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Ibi,Ayuntamiento,2,BOP 26/02/2024,BOP 26/02/2024,11/3/2024,concurso opsoción,si,102169,M223901,,,,,https://www.ibi.es/es/ayuntamiento/rr-hh-y-oferta-publica-de-empleo/procesos-de-estabilizacion/a1/a2-concurso-oposicion/trabajadorasocial,,5/6/2024,LP,8/5/2024,boletín,http://archivo.ibi.es/pdf/AdmitidosyExcluidos_Trabajador_a_Social.pdf,,,,Caso práctcio,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Galicia,Pontevedra,Pontearas,Ayto. Pontearas,0,BOP 7/03/2024,BOP 7/03/2024,21/3/2024,concurso-oposicion,si,102490,M224081,Activa,,,,https://ponteareas.sedelectronica.gal/board/9753e838-f59b-11de-b600-00237da12c6a/,,5/6/2024,Convocatoria,,,,,,,Test caso y gallego. (tres el mismo día),,,,,,,,,,,,,,,,,,,,,
TBS ,Local ,Andalucía,Sevilla,Sevilla,Ayuntamiento,7,BOE nº 55 de 02/03/2024,BOE nº 55 de 02/03/2024,8/3/2024,concurso-oposición,si,102369,M223761,Activa,,,,https://www.sevilla.org/servicios/empleo/servicio-de-recursos-humanos/convocatorias-oposiciones-concursos/funcionario/acceso-libre/trabajador-a-social-7-plazas,,10/6/2024,Convocatoria,,,,,,,test,,,,,Desarrollo,,,,,Práctico,,,,,,,,,,,
TBS,Local,Andalucía,Sevilla,Gelves,Ayuntamiento Gelves,1,BOE 44 DE 19/02/2024,BOE 44 DE 19/02/2024,11/3/2024,Oposición,si,101935,M223861,Activa,,,1,https://transparencia.gelves.es/es/transparencia/indicadores-de-transparencia/indicador/6.-Se-publica-la-Oferta-Publica-de-Empleo-del-Ayuntamiento-y-el-desarrollo-y-ejecucion-de-la-misma.-?pagegalleryfiles-2-1=1#galleryfiles-2-1 ,,11/6/2024,Notas LD y 1º examen 20/05/2024 y 2º examen 14/06/2024,13/3/2024,,,14/5/2024,,,Test,20/5/2024,,,1,Caso Práctico,14/6/2024,,,,,,,,,,,,,,,
TBS,Local,Castilla La Mancha,Ciudad Real,Alcazar de San Juan,Ayuntamiento Alcazar de San Juan,0,BOP de 23/02/2024,BOP de 23/02/2024,13/3/2024,Concurso-oposción,si,102486,M223943,Activa,,,1,https://sede.alcazardesanjuan.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_TABLON,,14/6/2024,Notas 1º examen 27/05/2024,5/4/2024,,https://sede.alcazardesanjuan.es/sta/docs/GetDocumentServlet?CUD=15250364333673424734&HASH_CUD=463596a2e57dd66b573597d46e98d5cf1f6c3b12&APP_CODE=STA,6/5/2024,,https://sede.alcazardesanjuan.es/sta/docs/GetDocumentServlet?CUD=15250364116626425133&HASH_CUD=a7625df428669865f448c919235a939154aee89a&APP_CODE=STA,Test,27/5/2024,4/6/2024,https://sede.alcazardesanjuan.es/sta/docs/GetDocumentServlet?CUD=15253762443265420577&HASH_CUD=ac8d55266cd1dc518b26e148b9a545997d6c5035&APP_CODE=STA,1,Caso Práctico,,,,1,NA,,,,,NA,,,,,,
TBS,Local,Andalucía,Almería,Almería,Ayuntamiento Almería,0,,,14/3/2024,Concurso-oposición,si,102560,M223965,Activa,,,3,https://almeriaciudad.es/empleo-publico/empleos,,7/6/2024,Resultados finales / LD / LP e examen 12/04/2024,,,,,,,test + práctico,12/4/2024,,,1,NA,,,,,NA,,,,,NA,,,,,1,NA
TBS,Local,Andalucía,Sevilla,Dos Hermanas,Ayuntamiento,4,BOP DE 05/03/2024,BOP DE 05/03/2024,18/3/2024,Concurso-oposición,si,102488,M224046,Activa,,,2,https://sede.doshermanas.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_TABLON,,1/7/2024,Notas 1º y 2º examen y méritos / Notas 1º examen 16/05/2024 / LD,7/3/2024,,,18/4/2024,boletín,BOP - 17/04/2024 (dipusevilla.es),Test,16/5/2024,,,0,Caso Práctico,??,,,0,NA,,,,,NA,,,,,,
TBS,Local,C. Valenciana,Alicante,Onil,Ayuntamiento Onil,0,BOP de 14/03/2024,BOP de 14/03/2024,19/3/2024,Concurso-oposición,si,102684,M224104,Activa,,,,https://carpeta.onil.es/eAdmin/Tablon.do?action=verAnuncios&tipoTablon=1,,11/6/2024,LP,10/6/2024,,https://carpeta.onil.es/documentos/403B1251577B764CBC52BC7030672AE5.pdf,,,,Test,,,,,Caso Práctico,,,,,,,,,,,,,,,,
TBS,Local,Galicia,Pontevedra,Pontevedra,Ayuntamiento Pontevedra,1,BOP de 29/02/2024,BOE nº 66 DE 15/03/2024,21/3/2024,Concurso-oposición,no,102710,M224173,Activa,,,,https://sede.pontevedra.gal/public/publications/list/transparency/ORG-OEP/details/154749068,https://sede.pontevedra.gal/public/bulletin/bulletin-index.xhtml,5/6/2024,No sale nada / Convocatoria,,,,,,,test,,,,,desarrollo,,,,,idiomas,,,,,Caso práctico+ prueba 5 de ofimatica,,,,,,
TBS,Local,C. Valenciana,Castellón de la Plana,Segorbe,Ayuntamiento Segorbe,2,BOP DE 27/12/2022,BOE nº 56 de 04/03/2024,25/3/2024,Concurso-oposición,si,102419,M224268,Activa,,,,sede.segorbe.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_TABLON,,5/6/2024,LD y 1º examen 14/06/2024,,,,20/5/2024,,https://sede.segorbe.es/sta/docs/GetDocumentServlet?CUD=15250364627116652105&HASH_CUD=f1084d480f4ad6ee2c5175876a6ee5ff65de0eae&APP_CODE=STA,test,14/6/2024,,,,practico,,,,,,,,,,,,,,,,
TBS,Local,Baleares,,Calviá,Ayuntamiento,2,BOIB 22/11/2022,BOE Nª298 13/12/2022,14/12 a 13/1/2023,Concurso-oposición,,86163,M224309,,,,1,https://calvia.convoca.online/processDetail.html?id=71815e79-21b9-4bc2-5149-08dadf75570d&type=0,,10/6/2024,Resultados prov. examen 27/04/2024,6/6/2023,,,,,,test,27/4/2024,29/5/2024,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Valencia,Mancomunidad de la Baronía,Mancomunidad de la Baronía,0,BOP 12/03/2024,BOP 12/03/2024,27/3/2024,Concurso-oposición,,102964,M224670,Activa,,,,https://www.labaronia.es/noticia-pagina/bolsa-trabajo-trabajadoresas-sociales,,19/6/2024,LP,10/4/2024,,https://www.labaronia.es/sites/www.labaronia.es/files/Decreto_N_51_de_10042024_Resolucion_de_aprobacion_de_listado_provisional_de_admitidos_en_la_bolsa_de.pdf,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Villajoyosa,Ayuntamiento ,7(4 por concurso opsocición),BOE 6/04/2024,BOE 6/04/2024,6/5/2024,Concurso-oposición,,103345,M224671,Activa,,,,https://villajoyosa.convoca.online/processDetail.html?id=779a459f-e568-4d1a-e63c-08dc4cd50997&type=0,,10/6/2024,LP,10/6/2024,,,,,,Test,,,,,Pregunats cortas,,,,,,,,,,,,,,,,
TBS,Local,Castilla La Mancha,Toledo,Toledo,Ayuntamiento,0,BOP de 21/03/2024,BOP de 21/03/2024,1/4/2024,concurso-oposición,si,102894,M224370,Activa,,,,www.toledo.es/el-ayuntamiento/empleo-publico/,,10/6/2024,LP,9/5/2024,boletín,https://www.toledo.es/wp-content/uploads/2024/03/anuncio_2024-2420.pdf,,,,desarrollo parte común,,,,,desarrollo parte especifica,,,,,Psicotécnico,,,,,,,,,,,
TBS,Local,Andalucía,Huelva,Huelva,Ayuntamiento Huelva,3,BOP de 15/12/2023,BOE nº 54 de 01/03/2024,4/4/2024,Concurso-oposición,si,102325,M224556,Activa,,,,https://oposicioneshuelva.convoca.online/processDetail.html?id=17895c95-4aeb-44b5-91b2-08dc3c16cbfb&type=0,,10/6/2024,LP,28/5/2024,,,9/4/2024,,GetDocumentServlet (lapobladevallbona.es),test,,,,,Caso práctico,,,,,Desarrollo,,,,,,,,,,,
TBS,local,C. Valenciana,Valencia,La Pobla de Vallbona,Ayuntamiento La Pobla de Vallbona,2,BOE nº 17 de 19/01/2024,BOP DE 29/11/2023,6/2/2024,Concurso-oposición,si,100806,M221000,Activa,,REVISAR 2 PLAZAS / 1 PLAZA,,https://seu.lapobladevallbona.es/sta/CarpetaPublic/doEvent?APP_CODE=STA&PAGE_CODE=PTS2_TABLON,,10/4/2024,LD y 1º examen 26/06/2024,10/4/2024,,https://seu.lapobladevallbona.es/sta/docs/GetDocumentServlet?CUD=15250271724653241470&HASH_CUD=f901aed854ca7290acda6e9f7bf003be501576cd&APP_CODE=STA,30/5/2024,,,1º,26/6/2024,,,,,,,,,,,,,,,,,,,,
TBS,local,Navarra,Navarra,Mancomunidad de Servicios sociales de la Zona de Buñuel,Mancomunidad,0,Web,web,25/3/2024,oposicicón,,103210,M224730,Activa,,,,https://serviciosocialbunuel.sedelectronica.es/board,,11/4/2024,Listas provisionales,8/4/2024,,https://serviciosocialbunuel.sedelectronica.es/board,,https://serviciosocialbunuel.sedelectronica.es/transparency/f1367193-eeb5-481e-a360-bd04b93f1ce5/,,,,,,,,,,,,,,,,,,,,,,,
TBS,Local,Madrid,Madrid,Leganés,Ayuntamiento,1,BOE 20/03/2024,BOE 20/03/2024,19/4/2024,Concurso-oposición,no,102822,M224789,Activa,,,,https://www.leganes.org/web/guest/proceso-extraordinario-de-estabilizacion-ley-20/2021-turno-libre,,14/6/2024,LP,,,,,,,Test,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Galicia,A Coruña,Ortigueira,Ayuntamiento,1,BOE 1//04/2024,BOE 1/04/2024,29/4/2024,Oposición,,103097,M224829,Activa,,,,https://ortigueira.sedelectronica.es/info.0,,8/5/2024,Convocatoria,,,,,,,Test,,,,,Caso práctcio,,,,,Idioma gallego,,,,,,,,,,,
TBS,Local,Andalucía,Cádiz,Alcalá de los Gazules,Ayuntamiento,1,BOE 26/03/2024,BOE 26/03/2024,15/4/2024,concurso-oposición,no,103004,M224889,Activa,,,,https://www.alcaladelosgazules.es/index.php,,21/5/2024,LP consolidación ,,,,,,,Test,,,,,,,,,,,,,,,,,,,,,
TBS,Local,País Vasco,Guipuzkoa,Andoain,Ayuntamiento,2,BOE 16/04/2024,BOE 16/04/2024,15/5/2024,Concurso-oposición,,103599,M225149,Activa,,,,https://uzt.gipuzkoa.eus/WAS/CORP/LLEHautaketaProzesuakWEB/concursosAytos/6581/0/9/ver,,11/6/2024,Convocatoria,,,,,,,Caso práctico,,,,,Perfil linguistico,,,,,Entrevista,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona,Consell comarca Vallés Occidental,Consell comarca Vallés Occidental,0,DOGC 3/04/2024,DOGC 3/04/2024,23/4/2024,Concurso-oposición,,103249,M225211,Activa,,,,https://cido.diba.cat/oposicions/17160379/borsa-de-treball-de-places-de-treballador-social-de-larea-basica-de-serveis-socials-consell-comarcal-del-vallas-occidental,,10/6/2024,LD y examen 10/06/2024,3/5/2024,,,23/5/2024,,,Caso práctico,10/6/2024,,,,Lengua,,,,,,,,,,,,,,,,
TBS ,Local,Cataluña,Lleida,"Consell Comarcal de Les Garrigues,","Consell Comarcal de Les Garrigues,",1,CIDO,CIDO,10/4/2024,concurso-oposicion,si,103292,M224733,Activa,,,,https://cido.diba.cat/oposicions/15708565/1-placa-de-treballador-social-consell-comarcal-de-les-garrigues,,11/6/2024,LD y exámenes 20/06/2024,9/5/2024,,,29/5/2024,,,idiomas,20/6/2024,,,,test,20/6/2024,,,,caso práctico,20/6/2024,,,,,,,,,,
TBS,Local,Andalucía,Málaga,Nerja,Ayuntamiento Nerja,1,BOP DE 14/02/2024,BOE nº 86 de 08/04/2024,17/4/2024,Oposición,si,103361,M224940,Activa,,,,sedeelectronica.nerja.es/portal/tablonVirtual.do?expId=117282&subseccion=DEP.EMP&opc_id=175&pes_cod=5&ent_id=1&idioma=1,,29/4/2024,Convocatoria,,,,,,,test,,,,,caso práctico,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Valencia,Massanassa,Ayuntamiento,2,BOP de 21/03/2024,BOE nº 95 de 18/04/2024,22/4/2024,Concurso-oposición,si,103737,M225130,Activa,,,,massanassa.sedelectronica.es/board,,29/4/2024,Convocatoria,,,,,,,test,,,,,preguntas cortas,,,,,caso práctico,,,,,,,,,,,
TBS,Local,Aragón,Huesca,Huesca,Ayuntamiento Huesca,2,BOP de 11/04/2024,BOP de 11/04/2024,20/4/2024,concurso-oposición,si,103511,M225151,Activa,,,,https://www.huesca.es/w/trabajador/a-social?redirect=%2Fayuntamiento%2Forganizacion-administrativa%2Fempleado-publico%2Foposiciones-y-oferta-publica-de-empleo%2Fprocesos-selectivos%2Fprocesos-libres,,11/6/2024,LP,28/5/2024,boletín,https://www.huesca.es/documents/20126/3763134/BOP+lista+provisional+admitidos+Tr+S.pdf/605cf32f-5aa8-e2ec-33a2-6dc059f813d4?t=1716878746426,,,,desarrollo,,,,,caso práctico,,,,,,,,,,,,,,,,
TBS,Local,C. Valenciana,Alicante,Calpe,Ayuntamiento,3,BOP DE 12/03/2024,BOE nº 92 de 15/04/2024,16/04/2024 - 06/05/2024,concurso-oposción,si,103554,M225209,Acitva,,,,https://calp.sedelectronica.es/board,,11/6/2024,LP,15/5/2024,boletín,https://calp.sedelectronica.es/preview-document.4,,,,desarrollo,,,,,caso práctico,,,,,test,,,,,,,,,,,
TBS,Local,Cataluña,Tarragona,Consell Comarcal  del Baix Camp,Consell Comarcal  del Baix Camp,0,CIDO,CIDO,Categoria: LOCAL,concurso-oposición,si,102606,M225268,activa,,,1,https://cido.diba.cat/oposicions/17041404/borsa-de-treball-de-places-de-treballador-social-consell-comarcal-del-baix-camp,,11/6/2024,Resultados Bolsa / LP y exámenes catalán 30/04 y test y práctico 13/05/2024,19/5/2024,,,,,,idiomas,30/4/2024,,,,test,13/5/2024,14/5/2024,,,caso practico ,13/5/2024,14/5/2024,,,entrevista,17/5/2024,,,,,
TBS,Local,Andalucía,Granada,Motril,Ayuntamiento,0,BOP 22/04/2024,BOP 22/04/2024,21/5/2024,concurso-oposición,,103905,M225355,activa,,,,http://www.motril.es/index.php?id=1522,,10/6/2024,LP,4/6/2024,,http://www.motril.es/fileadmin/areas/rrhh/documentos/bases/2024/BOLSA_TRABAJADOR_SOCIAL_ERACIS/RESOLUCION_CONCEJAL_LISTADO_PROVISIONAL_DE_ADMITIDOS_Y_EXCLUIDOS_Y_PLAZO_SUBSANACION__BOLSA_EMPLEO_TRABAJADOR_A_SOCIAL_PROGRAMA_ERACIS..pdf,,,,Test,,,,,Caso práctci,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona ,Sant Vicenç del s Horts,Ayuntamiento,0,BOE 25/04/2024,BOE 25/04/2024,15/5/2024,concurso-oposición,,103921,M225410,activa,,,,https://cido.diba.cat/oposicions/15486885/1-placa-de-treballador-social-ajuntament-de-sant-vicenc-dels-horts,,10/6/2024,LP ,6/6/2024,,https://tauler.seu.cat/pagDetall.do?idEdicte=826340003_1195&idens=826340003,,,,Test y caso,,,,,Lengua,,,,,,,,,,,,,,,,
TSS,Local,Madrid,Madrid,Fuenlabrada,Hospital Universitario,2,BOCM 16/04/2024,BOCM 16/04/2024,16/5/2024,concurso-oposición,,103680,,activa,,,,Proceso de Selección 2024 | Hospital Universitario de Fuenlabrada (comunidad.madrid),,6/6/2024,LP y examen psicotécnicos 06/07/2024,16/4/2024,,https://ope2024.hfuenlabrada.es/storage/listados/435-1717160059.pdf,,,,Méritos,,,,,Psicotécnios,6/7/2024,,,,Entrevista personal,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona ,Barcelona,Consorcio de Servicios sociales de Barcelona,2,DOGC 17/04/2024,DOGC 17/04/2024,16/5/2024,concurso-oposición,,103724,M225414,activa,,,,2 places de Tècnic Infància | Consorci de Serveis Socials de Barcelona | Processos selectius | Cercador d'Informació i Documentació Oficials (CIDO) - Diputació de Barcelona (diba.cat),,10/6/2024,LP,27/5/2024,,https://portaldogc.gencat.cat/utilsEADOP/PDF/9170/2029851.pdf,,,,Test y preguntar cortas,,,,,Caso práctcio,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona ,Sant Just Desvern,Ayuntamiento,1,DOGC 02/04/2024,DOGC 02/04/2024,30/4/2024,concurso-oposición,,103233,M225430,activa,,,,https://cido.diba.cat/oposicions/11542987/1-placa-de-treballador-social-ajuntament-de-sant-just-desvern,,10/6/2024,LD y examen 05/06/2024,7/5/2024,,,27/5/2024,,,Idioma castellano,,,,,Prueba aptitud: primer ejercico tipo test,5/6/2024,,,,Prueba aptitud. Caso práctio,,,,,Lenguan catalana,,,,,,
TBS,Local,C. Valenciana,Alicante,Guardamar de Segura,Ayuntamiento,3,BOE 25/04/2024,BOE 25/04/2024,10/5/2024,oposicicón,,104064,M225431,activa,,,,https://www.guardamardelsegura.es/2024/04/19/convocatoria-para-la-provision-en-propiedad-de-varias-plazas-vacantes-de-funcionarios-a1-a2-del-departamento-de-bienestar-social/,,10/6/2024,LP,23/5/2024,boletín,https://www.guardamardelsegura.es/wp-content/uploads/2024/05/BOP-No-98-23-05-2023.pdf,,,,Test,,,,,Caso práctico,,,,,Valenciano,,,,,,,,,,,
TBS,Autonómica,Andalucía,,,Junta de Andalucía,54,BOJA 9/04/2024,BOJA 9/04/2024,10/04/2024-23/04/2024,concurso-oposición,,103418,M224765,,,,,https://www.juntadeandalucia.es/institutodeadministracionpublica/publico/seleccionjunta.filter?step=read&cp=1&id=1&chm=-1&ca=-1&cu=15&v=1&cdp=-1&ch=50&cd=259499,,6/6/2024,LD y examen 29/06/2024,7/5/2024,boletín,https://www.juntadeandalucia.es/institutodeadministracionpublica/servlet/descarga?up=187801,29/5/2024,boletín,https://www.juntadeandalucia.es/eboja/2024/103/BOJA24-103-00002-45630-01_00302579.pdf,único,29/6/2024,,,,,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Barcelona ,Sant Quirze del Vallés,Ayuntamiento,0,BOBP 26/04/2024,BOBP 26/04/2024,14/5/2024,Oposición,,103959,M225549,activa,,,,https://cido.diba.cat/oposicions/17304461/borsa-de-treball-de-places-de-treballador-social-ajuntament-de-sant-quirze-del-valles,,10/6/2024,Convocatoria,,,,,,,Idioma,,,,,Caso práctico,,,,,Entrevista personal si el tribunal lo considera.,,,,,,,,,,,
TBS,Local,Galicia,Coruña,Coruña,Ayuntemiento,6,BOE 26/04/2024,BOE 26/04/2024,28/5/2024,Oposición,,103941,M225529,activa,,,,https://www.coruna.gal/administracion-publica/es/recursos-humanos/convocatorias-de-seleccion-de-personal/detalle-del-proceso-selectivo/sel2023014-traballador-a-social-c-e-5-23/contenido/1453853855905?argIdioma=es,,13/6/2024,Convocatoria,,,,,,,Test,,,,,Caso práctico,,,,,Desarrollo,,,,,,,,,,,
TBS,Local,Extremadura,Cáceres,Cáceres,Diputación Provincial de Cáceres,1,BOE nº 97 de 20/04/2024,BOP DE 05/03/2024,2/5/2024,Concurso-oposición,si,103820,M225561,activa,,,,https://empleo.dip-caceres.es/empleodip/convocatorias/10640/view,,10/6/2024,LP,10/6/2024,boletín,,,,,test ,,,,,Caso práctico,,,,,,,,,,,,,,,,
TBS,Local,Cataluña,Lérida,Lérida,Ayuntamiento,11,BOE 27/04/2024,BOE 27/04/2024,27/5/2024,concurso-oposición,si,103968,M225568,Activa,,,,https://cido.diba.cat/oposicions/16724038/11-places-de-treballador-social-ajuntament-de-lleida,,13/6/2024,Convocatoria,,,,,,,Test,,,,,Caso práctuico de test,,,,,Catalán,,,,,,,,,,,
